က/v|ခြင်း/part	ကခြင်း
အစည်းအဝေး/n|ပွဲ/n|ကြီး/part	အစည်းအဝေးပွဲကြီး
အစပျိုး/v|ခြင်း/part	အစပျိုးခြင်း
အစပြု/v|ခဲ့/part|ခြင်း/part	အစပြုခဲ့ခြင်း
အစာ/n|ကွင်းဆက်/n	အစာကွင်းဆက်
အစာ/n|ခေါင်းပါး/v|ခြင်း/part	အစာခေါင်းပါးခြင်း
အစာချက်လုပ်/v|ခြင်း/part	အစာချက်လုပ်ခြင်း
အစာရှာ/v|ခြင်း/part	အစာရှာခြင်း
အစာအိမ်/n|ဆေး/n	အစာအိမ်ဆေး
အစားထိုး/v|ခြင်း/part	အစားထိုးခြင်း
အစားထိုး/v|မှု/part	အစားထိုးမှု
အစားထိုး/v|ရွေးချယ်/v|စရာ/part	အစားထိုးရွေးချယ်စရာ
အစားအသောက်/n|ပစ္စည်း/n	အစားအသောက်ပစ္စည်း
အစိမ်း/n|ကွက်/n	အစိမ်းကွက်
အစိမ်း/n|ရောင်/n	အစိမ်းရောင်
အစိမ်း/n|ရောင်/n|ရေညှိ/n	အစိမ်းရောင်ရေညှိ
အစိမ်း/n|သုပ်/n	အစိမ်းသုပ်
အစိမ်းပုပ်/n|ရောင်/n	အစိမ်းပုပ်ရောင်
အစိုးရ/n|ကောလိပ်/n	အစိုးရကောလိပ်
အစိုးရ/n|ကျောင်း/n	အစိုးရကျောင်း
အစိုးရ/n|စစ်တပ်/n	အစိုးရစစ်တပ်
အစိုးရ/n|ဆန့်ကျင်/v|ရေး/part	အစိုးရဆန့်ကျင်ရေး
အစိုးရ/n|ဌာန/n	အစိုးရဌာန
အစိုးရ/n|တန်းမြင့်ကျောင်း/n	အစိုးရတန်းမြင့်ကျောင်း
အစိုးရ/n|တပ်/n	အစိုးရတပ်
အစိုးရ/n|တပ်ဖွဲ့/n	အစိုးရတပ်ဖွဲ့
အစိုးရ/n|တာဝန်/n	အစိုးရတာဝန်
အစိုးရ/n|ဖွဲ့/v|ခွင့်/n	အစိုးရဖွဲ့ခွင့်
အစိုးရ/n|ရုံး/n	အစိုးရရုံး
အစိုးရ/n|ရုံးစိုက်/v|မြို့တော်/n|ကြီး/part	အစိုးရရုံးစိုက်မြို့တော်ကြီး
အစိုးရ/n|ဝန်ကြီး/n	အစိုးရဝန်ကြီး
အစိုးရ/n|ဝန်ကြီးဌာန/n	အစိုးရဝန်ကြီးဌာန
အစိုးရ/n|ဝန်ထမ်း/n	အစိုးရဝန်ထမ်း
အစိုးရ/n|ဝါဒ/n	အစိုးရဝါဒ
အစိုးရ/n|အဆောက်အဦ/n	အစိုးရအဆောက်အဦ
အစိုးရ/n|အထက်တန်း/n|ကျောင်း/n	အစိုးရအထက်တန်းကျောင်း
အစိုးရ/n|အဖွဲ့/n	အစိုးရအဖွဲ့
အစိုးရ/n|အဖွဲ့အစည်း/n	အစိုးရအဖွဲ့အစည်း
အစိုးရ/n|အရာရှိ/n	အစိုးရအရာရှိ
အစိုးရ/n|အရာရှိ/n|ကြီး/part	အစိုးရအရာရှိကြီး
အစိုးရ/n|အသုံးစရိတ်/n	အစိုးရအသုံးစရိတ်
အစိုးရ/n|အာဏာပိုင်/n	အစိုးရအာဏာပိုင်
အစိုးရ/n|ဥယျာဉ်/n	အစိုးရဥယျာဉ်
အစိုးရ/n|ဧည့်/n|ဂေဟာ/n	အစိုးရဧည့်ဂေဟာ
အစိုးရ/v|ခြင်း/part	အစိုးရခြင်း
အစု/n|ကြီး/part	အစုကြီး
အစုအဝေး/n|ကြီး/part	အစုအဝေးကြီး
အစ္စရေး/n|နိုင်ငံ/n	အစ္စရေးနိုင်ငံ
အစ္စလာမ်/n|နိုင်ငံ/n	အစ္စလာမ်နိုင်ငံ
အစ္စလာမ်/n|ဘာသာ/n	အစ္စလာမ်ဘာသာ
အစ္စလာမ်/n|ဘာသာ/n|ခွဲ/n	အစ္စလာမ်ဘာသာခွဲ
အစ္စလာမ်/n|ဘာသာ/n|ဝင်/v	အစ္စလာမ်ဘာသာဝင်
အစ္စလာမ်/n|ဝါဒီ/n	အစ္စလာမ်ဝါဒီ
အစ္စလာမ်/n|အယူဝါဒ/n	အစ္စလာမ်အယူဝါဒ
အစ္စလာမ်/n|အယူဝါဒီ/n	အစ္စလာမ်အယူဝါဒီ
အစ္စလာမ်မာဘတ်/n|မြို့/n	အစ္စလာမ်မာဘတ်မြို့
အစ္စလာမ့်/n|တရား/n|ဥပဒေ/n	အစ္စလာမ့်တရားဥပဒေ
အစွန်အဖျား/n|ဒေသ/n	အစွန်အဖျားဒေသ
အစွမ်း/n|သတ္တိ/n	အစွမ်းသတ္တိ
အဆက်အဆံ/n|ရှိ/v|ရေး/part	အဆက်အဆံရှိရေး
အဆက်အသွယ်/n|ရှိ/v|ခြင်း/part	အဆက်အသွယ်ရှိခြင်း
အဆင်သင့်/v|ရာ/part	အဆင်သင့်ရာ
အဆင်း/n|အင်္ဂါ/n	အဆင်းအင်္ဂါ
အဆင်း/n|အရောင်/n	အဆင်းအရောင်
အဆိပ်/n|ဓာတ်/n	အဆိပ်ဓာတ်
အဆိပ်/n|လူး/v|မြား/n	အဆိပ်လူးမြား
အဆိုပညာ/n|ဆိုင်ရာ/n	အဆိုပညာဆိုင်ရာ
အဆီထုတ်/v|ခြင်း/part	အဆီထုတ်ခြင်း
အဆီးရီးယန်း/n|လူမျိုး/n	အဆီးရီးယန်းလူမျိုး
အဆုတ်/n|ကင်ဆာ/n	အဆုတ်ကင်ဆာ
အဆောက်အအုံ/n|ကြီး/part	အဆောက်အအုံကြီး
အဆောင်/n|ကျောက်/n	အဆောင်ကျောက်
အဆောင်/n|များ/part|ထား/v|ခြင်း/part	အဆောင်များထားခြင်း
အဆောင်/n|ယုံကြည်/v|မှု/part	အဆောင်ယုံကြည်မှု
အဇန္တ/n|တောင်တန်း/n	အဇန္တတောင်တန်း
အဇန္တ/n|လှိုဏ်ဂူ/n	အဇန္တလှိုဏ်ဂူ
အဇီး/n|စကား/n	အဇီးစကား
အညစ်အကြေး/n|မစင်/n	အညစ်အကြေးမစင်
အညတရ/n|ရုပ်ပုံလွှာ/n	အညတရရုပ်ပုံလွှာ
အညာ/n|ဒေသ/n	အညာဒေသ
အညာသား/n|ကလေး/part	အညာသားကလေး
အညို/n|ရောင်/n	အညိုရောင်
အညွှန်း/n|စနစ်/n	အညွှန်းစနစ်
အညှင်းဆဲ/n|ခံ/v|ရ/part|ခြင်း/part	အညှင်းဆဲခံရခြင်း
အဏ္ဍဇ/n|နဂါး/n	အဏ္ဍဇနဂါး
အတည်ပြု/v|ချက်/part	အတည်ပြုချက်
အတည်ပြု/v|ထား/part|ခြင်း/part	အတည်ပြုထားခြင်း
အတတ်ပညာ/n|ရေးရာ/n|ကိစ္စ/n	အတတ်ပညာရေးရာကိစ္စ
အတိတ်/n|ကာလ/n	အတိတ်ကာလ
အတိတ်/n|ခေတ်/n	အတိတ်ခေတ်
အတိတ်/n|ဖြစ်စဉ်/n	အတိတ်ဖြစ်စဉ်
အတိတ်/n|သမိုင်း/n	အတိတ်သမိုင်း
အတိတ်နိမိတ်ကောက်/v|ခြင်း/part	အတိတ်နိမိတ်ကောက်ခြင်း
အတိုက်အခံ/n|ပါတီ/n	အတိုက်အခံပါတီ
အတိုက်အခံပြု/v|ခြင်း/part	အတိုက်အခံပြုခြင်း
အတိုး/n|ငွေ/n	အတိုးငွေ
အတုခိုး/v|နည်းယူ/v|ခြင်း/part	အတုခိုးနည်းယူခြင်း
အတုမရှိ/adj|ခြင်း/part	အတုမရှိခြင်း
အတုမရှိ/n|ကျောင်းတိုက်/n	အတုမရှိကျောင်းတိုက်
အတုံးအခဲ/n|ကြီး/part	အတုံးအခဲကြီး
အတ္တလန္တိတ်/n|သမုဒ္ဒရာ/n	အတ္တလန္တိတ်သမုဒ္ဒရာ
အတ္ထရံ/n|မြစ်/n	အတ္ထရံမြစ်
အတ္ထရံ/n|မြစ်ကမ်းရိုး/n	အတ္ထရံမြစ်ကမ်းရိုး
အတ္ထရံ/n|မြစ်ကြောင်း/n	အတ္ထရံမြစ်ကြောင်း
အတ္ထုပ္ပတ္တိ/n|စာအုပ်/n	အတ္ထုပ္ပတ္တိစာအုပ်
အတွင်း/n|ခရီး/n	အတွင်းခရီး
အတွင်း/n|ပိုင်း/part	အတွင်းပိုင်း
အတွင်း/n|အင်အားစု/n	အတွင်းအင်အားစု
အတွေ့/n|အာရုံ/n	အတွေ့အာရုံ
အတွေးအခေါ်/n|ဆိုင်ရာ/n	အတွေးအခေါ်ဆိုင်ရာ
အထက်/n|ခရိုင်/n|နယ်ပယ်/n	အထက်ခရိုင်နယ်ပယ်
အထက်/n|ပိုင်း/part	အထက်ပိုင်း
အထက်/n|ဖျား/n	အထက်ဖျား
အထက်/n|မြန်မာ/n|နိုင်ငံ/n	အထက်မြန်မာနိုင်ငံ
အထက်/n|မြန်မာ/n|နိုင်ငံ/n|ဒေသ/n	အထက်မြန်မာနိုင်ငံဒေသ
အထက်/n|မြန်မာ/n|ပြည်/n	အထက်မြန်မာပြည်
အထက်/n|လွှတ်တော်/n	အထက်လွှတ်တော်
အထက်တန်း/n|ကျောင်း/n	အထက်တန်းကျောင်း
အထက်တန်း/n|ကျောင်းသား/n	အထက်တန်းကျောင်းသား
အထက်တန်း/n|ပညာ/n	အထက်တန်းပညာ
အထက်တန်း/n|အုပ်ချုပ်/v|ရေး/part|အရာရှိ/n	အထက်တန်းအုပ်ချုပ်ရေးအရာရှိ
အထင်အမြင်လွဲ/v|မှု/part	အထင်အမြင်လွဲမှု
အထည်/n|ပစ္စည်း/n	အထည်ပစ္စည်း
အထည်ကိုယ်မဲ့ယဉ်ကျေး/adj|မှု/part	အထည်ကိုယ်မဲ့ယဉ်ကျေးမှု
အထည်ကိုယ်ရှိယဉ်ကျေး/adj|မှု/part	အထည်ကိုယ်ရှိယဉ်ကျေးမှု
အထည်အလိပ်/n|စက်ရုံ/n|ကြီး/part	အထည်အလိပ်စက်ရုံကြီး
အထည်အလိပ်/n|လုပ်ငန်း/n	အထည်အလိပ်လုပ်ငန်း
အထိမ်းအမှတ်/n|ပန်း/n	အထိမ်းအမှတ်ပန်း
အထိမ်းအမှတ်/n|သဘင်/n	အထိမ်းအမှတ်သဘင်
အထီးကျန်/n|ဝါဒ/n	အထီးကျန်ဝါဒ
အထီးကျန်/v|ရပ်တည်/v|ခဲ့/part|မှု/part	အထီးကျန်ရပ်တည်ခဲ့မှု
အထုအထွင်း/n|ဆိုင်ရာ/n	အထုအထွင်းဆိုင်ရာ
အထူး/n|အခွင့်အရေး/n	အထူးအခွင့်အရေး
အထောက်အကူပြု/v|မှု/part	အထောက်အကူပြုမှု
အထောက်အပံ့/n|ပစ္စည်း/n	အထောက်အပံ့ပစ္စည်း
အထံ/n|တော်/part	အထံတော်
အထွက်/n|နှုန်း/n	အထွက်နှုန်း
အထွန်း/n|အိမ်/n	အထွန်းအိမ်
အထွေထွေအတွင်းရေးမှူး/n|တာဝန်/n	အထွေထွေအတွင်းရေးမှူးတာဝန်
အထွေထွေအတွင်းရေးမှူး/n|ရှဖစ်ဟန်ဇယ်/n	အထွေထွေအတွင်းရေးမှူးရှဖစ်ဟန်ဇယ်
အဓိက/n|ဘာသာ/n	အဓိကဘာသာ
အဓိကရုဏ်း/n|မှု/part	အဓိကရုဏ်းမှု
အဓိပတိ/n|အိမ်/n	အဓိပတိအိမ်
အဓိပ္ပါယ်/n|ပညာရပ်/n	အဓိပ္ပါယ်ပညာရပ်
အဓိပ္ပါယ်/n|ဖော်ကျူး/v|မှု/part	အဓိပ္ပါယ်ဖော်ကျူးမှု
အဓိပ္ပါယ်/n|ဖွင့်ဆို/v|ချက်/part	အဓိပ္ပါယ်ဖွင့်ဆိုချက်
အဓိပ္ပာယ်/n|ကောက်ချက်/n	အဓိပ္ပာယ်ကောက်ချက်
အနက်/n|ရ/v	အနက်ရ
အနက်/n|ရောင်/n	အနက်ရောင်
အနက်/n|အဓိပ္ပါယ်/n	အနက်အဓိပ္ပါယ်
အနည်ထိုင်/v|အကြည်ခံ/v|ခြင်း/part	အနည်ထိုင်အကြည်ခံခြင်း
