ဆရာကြီး/n|ဦးစိန်/n	ဆရာကြီးဦးစိန်
စစ်တောင်း/n|မြစ်/n	စစ်တောင်းမြစ်
မြန်မာ့/n|ဆိုရှယ်လစ်/n|လမ်းစဉ်/n|ပါတီ/n	မြန်မာ့ဆိုရှယ်လစ်လမ်းစဉ်ပါတီ
အခန်း/n|ကဏ္ဍ/n	အခန်းကဏ္ဍ
ပြောင်း/v|ထား/part|ခြင်း/part	ပြောင်းထားခြင်း
အရန်/n|ဂြိုဟ်/n	အရန်ဂြိုဟ်
သိမှတ်ပြု/v|ဖွယ်/part|ရာ/part	သိမှတ်ပြုဖွယ်ရာ
စက်မှု/n|လုပ်ငန်း/n	စက်မှုလုပ်ငန်း
အိန္ဒိယ/n|နိုင်ငံ/n	အိန္ဒိယနိုင်ငံ
စက်မှု/n|လုပ်ငန်း/n|ကြီး/part	စက်မှုလုပ်ငန်းကြီး
လက်မခံ/v|တော့/part|ကြောင်း/part	လက်မခံတော့ကြောင်း
စစ်/n|ဘက်/n	စစ်ဘက်
ဘာသာ/n|ရေး/part|ပွဲ/n	ဘာသာရေးပွဲ
မ/part|ဟုတ်/v|ကြောင်း/part	မဟုတ်ကြောင်း
ဒန်းပန်း/n|ပင်/n	ဒန်းပန်းပင်
ဖိနပ်/n|ဆိုင်/n	ဖိနပ်ဆိုင်
မူလတန်းကြို/n|ကျောင်း/n	မူလတန်းကြိုကျောင်း
သီပေါ/n|မင်းတရားကြီး/n	သီပေါမင်းတရားကြီး
တော်ဝင်/n|မိသားစု/n|ဝင်/v	တော်ဝင်မိသားစုဝင်
နိုင်ငံခြား/n|ဝတ္ထု/n	နိုင်ငံခြားဝတ္ထု
ဆက်ဆံ/v|မှု/part	ဆက်ဆံမှု
လူ့/n|အခွင့်အရေး/n	လူ့အခွင့်အရေး
စစ်ဆင်/v|ရေး/part|အဖွဲ့/n	စစ်ဆင်ရေးအဖွဲ့
လျှပ်စစ်/n|အမ/n|ဓာတ်/n	လျှပ်စစ်အမဓာတ်
လျှပ်စစ်/n|အဖို/n|ဓာတ်/n	လျှပ်စစ်အဖိုဓာတ်
မန်ကျည်းသီး/n|အနှစ်/n	မန်ကျည်းသီးအနှစ်
လူနေမှု/n|အဆင့်အတန်း/n	လူနေမှုအဆင့်အတန်း
ပြသ/v|နိုင်/part|ခြင်း/part	ပြသနိုင်ခြင်း
လူနေမှု/n|အဆင့်အတန်း/n	လူနေမှုအဆင့်အတန်း
ရှိ/v|ခြင်း/part	ရှိခြင်း
ဗိုလ်မှူးကြီး/n|မေ/n	ဗိုလ်မှူးကြီးမေ
ကချင်/n|စစ်တပ်သား/n	ကချင်စစ်တပ်သား
စက်တင်ဘာ/n|လ/n	စက်တင်ဘာလ
ရှုမြင်/v|ခံစား/v|ခွင့်/n	ရှုမြင်ခံစားခွင့်
မြန်မာ့/n|ရွာ/n	မြန်မာ့ရွာ
ကျေးရွာ/n|ယဉ်ကျေး/adj|မှု/part|ဘဝ/n	ကျေးရွာယဉ်ကျေးမှုဘဝ
တရုတ်/n|ပြည်/n	တရုတ်ပြည်
ကေအင်တီ/n|တပ်ပြေး/n|အဖွဲ့/n	ကေအင်တီတပ်ပြေးအဖွဲ့
ဒက္ခိဏ/n|ကုန်းပြင်မြင့်/n	ဒက္ခိဏကုန်းပြင်မြင့်
အနောက်/n|ဘက်/n	အနောက်ဘက်
အရှေ့/n|ဘက်/n	အရှေ့ဘက်
နိုင်ငံ/n|ရေး/part	နိုင်ငံရေး
ပုဒ်ဖြတ်/n|သင်္ကေတ/n	ပုဒ်ဖြတ်သင်္ကေတ
ဆက်သွယ်/v|ရေး/part	ဆက်သွယ်ရေး
ရိက္ခာ/n|ရရှိ/v|နိုင်/part|မှု/part	ရိက္ခာရရှိနိုင်မှု
ကိုလိုနီ/n|ခေတ်/n	ကိုလိုနီခေတ်
ဆယ်လဗာဒေါ/n|နိုင်ငံ/n	ဆယ်လဗာဒေါနိုင်ငံ
ဆန်ဆယ်လဗာဒေါ/n|မြို့/n	ဆန်ဆယ်လဗာဒေါမြို့
မေ/n|လ/n	မေလ
မြစ်ဝှမ်း/n|ဒေသ/n	မြစ်ဝှမ်းဒေသ
ဖြစ်ပေါ်/v|ခဲ့/part|ကြောင်း/part	ဖြစ်ပေါ်ခဲ့ကြောင်း
စတင်/v|ခြင်း/part	စတင်ခြင်း
ကြီးပွားတိုးတက်/v|ရေး/part|ဆိုင်ရာ/n	ကြီးပွားတိုးတက်ရေးဆိုင်ရာ
ဆရာကြီး/n|ပီမိုးနင်း/n	ဆရာကြီးပီမိုးနင်း
ဇန်နဝါရီ/n|လ/n	ဇန်နဝါရီလ
မြန်မာ/n|သက္ကရာဇ်/n	မြန်မာသက္ကရာဇ်
နတ်တော်/n|လဆုတ်/n	နတ်တော်လဆုတ်
ဘဝ/n|ဇာတ်ထုပ်/n	ဘဝဇာတ်ထုပ်
လွှဲပြောင်း/v|ရယူ/v|ခြင်း/part	လွှဲပြောင်းရယူခြင်း
ဖွဲ့စည်း/v|ကြောင်း/part	ဖွဲ့စည်းကြောင်း
နက္ခတ္တဗေဒ/n|ပညာရှင်/n	နက္ခတ္တဗေဒပညာရှင်
မြန်မာ/n|မင်း/n	မြန်မာမင်း
ကြည်ညို/v|ဖွယ်/part	ကြည်ညိုဖွယ်
ရခိုင်/n|ပြည်/n	ရခိုင်ပြည်
မြောက်/n|ပိုင်း/part	မြောက်ပိုင်း
ပုဂံ/n|ခေတ်/n	ပုဂံခေတ်
မြန်မာ့/n|လက်အောက်ခံ/n	မြန်မာ့လက်အောက်ခံ
လျှပ်စစ်ဓာတ်/n|မျှတ/adj|မှု/part	လျှပ်စစ်ဓာတ်မျှတမှု
သက်ဆိုင်/v|ရာ/part	သက်ဆိုင်ရာ
ယဉ်ကျေး/adj|မှု/part|လောက/n	ယဉ်ကျေးမှုလောက
သုခုမ/n|ပညာရပ်/n	သုခုမပညာရပ်
သိပ္ပံ/n|ပညာ/n	သိပ္ပံပညာ
မလေး/n|ရာဇဝင်/n	မလေးရာဇဝင်
စူမတြန်/n|မင်းသား/n	စူမတြန်မင်းသား
စင်ဂါ/n|ခြင်္သေ့/n	စင်ဂါခြင်္သေ့
သခင်/n|သန်းထွန်း/n	သခင်သန်းထွန်း
သခင်/n|သိန်းဖေ/n	သခင်သိန်းဖေ
ကောင်စီ/n|ဝင်/v	ကောင်စီဝင်
ဆပ်ကပ်/n|ပြပွဲ/n	ဆပ်ကပ်ပြပွဲ
ထိုင်း/n|နိုင်ငံ/n	ထိုင်းနိုင်ငံ
အိန္ဒိယ/n|နိုင်ငံ/n	အိန္ဒိယနိုင်ငံ
ကရာလာ/n|နယ်/n	ကရာလာနယ်
တောင်/n|ပိုင်း/part	တောင်ပိုင်း
ကျွဲ/n|ပြိုင်ပွဲ/n	ကျွဲပြိုင်ပွဲ
ကမ္ဘာ/n|စစ်/n|ကြီး/part	ကမ္ဘာစစ်ကြီး
မန္တလေး/n|ခရိုင်/n	မန္တလေးခရိုင်
အထက်/n|မြန်မာ/n|ပြည်/n	အထက်မြန်မာပြည်
တော်ဝင်/n|အက်ဆစ်/n	တော်ဝင်အက်ဆစ်
စီးပွား/n|ရေး/part|လေ့လာ/v|မှု/part|ပညာ/n	စီးပွားရေးလေ့လာမှုပညာ
စားသုံး/v|မှု/part	စားသုံးမှု
သဘောတရား/n|ရေးရာ/n	သဘောတရားရေးရာ
ခွဲခြား/v|ခြင်း/part	ခွဲခြားခြင်း
စားသုံး/v|မှု/part	စားသုံးမှု
လူမှုဖူလုံ/v|မှု/part	လူမှုဖူလုံမှု
စီးပွား/n|ရေး/part|ပညာ/n	စီးပွားရေးပညာ
ဇောင်းပေး/v|မှု/part	ဇောင်းပေးမှု
ဒေါက်တာ/n|ဘမော်/n	ဒေါက်တာဘမော်
ဆင်းရဲသား/n|ပါတီ/n	ဆင်းရဲသားပါတီ
ဒို့ဗမာ/n|အစည်းအရုံး/n	ဒို့ဗမာအစည်းအရုံး
ထွက်ရပ်ဂိုဏ်း/n|ကြီး/part	ထွက်ရပ်ဂိုဏ်းကြီး
သခင်/n|အောင်ဆန်း/n	သခင်အောင်ဆန်း
တီထွင်/v|မှု/part	တီထွင်မှု
သခင်/n|နု/n	သခင်နု
ဗိုလ်ချုပ်/n|အောင်ဆန်း/n	ဗိုလ်ချုပ်အောင်ဆန်း
သူ့/pron|စိတ်/n	သူ့စိတ်
လုပ်/v|တတ်/part|သူ/n	လုပ်တတ်သူ
ပုဂ္ဂိုလ်/n|ရေး/part	ပုဂ္ဂိုလ်ရေး
ဝါဒ/n|ရေး/part	ဝါဒရေး
မ/part|တိုက်ဆိုင်/v|မှု/part	မတိုက်ဆိုင်မှု
မတ်/n|လ/n	မတ်လ
သခင်/n|စိုး/v	သခင်စိုး
သခင်/n|သန်းထွန်း/n	သခင်သန်းထွန်း
သခင်/n|သိန်းဖေ/n	သခင်သိန်းဖေ
ကွန်မြူနစ်/n|ပါတီ/n	ကွန်မြူနစ်ပါတီ
မြန်မာ/n|နိုင်ငံ/n	မြန်မာနိုင်ငံ
နေ့/n|တဝက်/n	နေ့တဝက်
စီးပွား/n|ရေး/part	စီးပွားရေး
ထုတ်လုပ်/v|နိုင်/part|မှု/part	ထုတ်လုပ်နိုင်မှု
အင်္ဂါ/n|ဂြိုဟ်/n	အင်္ဂါဂြိုဟ်
ဆင်းသက်/v|လာ/part|သူ/n	ဆင်းသက်လာသူ
ထုတ်လုပ်/v|မှု/part	ထုတ်လုပ်မှု
အခြေချ/v|သူ/n	အခြေချသူ
ဥပဒေ/n|စိုးမိုး/v|မှု/part	ဥပဒေစိုးမိုးမှု
စစ်/n|အစိုးရ/n	စစ်အစိုးရ
ပါတီ/n|အမျိုးသား/n|ဒီမိုကရေစီ/n|အဖွဲ့ချုပ်/n	ပါတီအမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်
လိုလား/v|မှု/part	လိုလားမှု
တောင်ကြီး/n|မြို့/n	တောင်ကြီးမြို့
မူလ/n|ဒေသခံ/n	မူလဒေသခံ
ပအိုဝ့်/n|လူမျိုး/n	ပအိုဝ့်လူမျိုး
ဗမာ/n|လူမျိုး/n	ဗမာလူမျိုး
ဥရောပ/n|တိုက်/n	ဥရောပတိုက်
မျက်နှာဖြူ/n|လူမျိုး/n	မျက်နှာဖြူလူမျိုး
အမေရိက/n|တိုက်/n	အမေရိကတိုက်
အမျိုးသား/n|အစိုးရ/n	အမျိုးသားအစိုးရ
ခက်ခဲ/adj|ကြောင်း/part	ခက်ခဲကြောင်း
ကပ်ဆိုး/n|ကြီး/part	ကပ်ဆိုးကြီး
အကာအကွယ်/n|ပေး/v|ခြင်း/part	အကာအကွယ်ပေးခြင်း
ဇီးကွက်/n|ဥ/n	ဇီးကွက်ဥ
အဖြူ/n|ရောင်/n	အဖြူရောင်
အဝါ/n|ရောင်/n	အဝါရောင်
အပြာ/n|ရောင်/n	အပြာရောင်
ဇီဝကမ္မ/n|ဖြစ်စဉ်/n	ဇီဝကမ္မဖြစ်စဉ်
အင်္ဂလိပ်/n|ဘာသာ/n	အင်္ဂလိပ်ဘာသာ
သိပ္ပံ/n|နည်း/n	သိပ္ပံနည်း
စီးပွား/n|ရေး/part	စီးပွားရေး
မြန်မာ/n|စကား/n	မြန်မာစကား
ရုက္ခဗေဒ/n|ပညာရှင်/n	ရုက္ခဗေဒပညာရှင်
စတန်းဖို့ဒ်/n|ယူနီဗာစီတီ/n	စတန်းဖို့ဒ်ယူနီဗာစီတီ
တိုင်း/n|နိုင်ငံ/n	တိုင်းနိုင်ငံ
ဆက်ဆံ/v|ရေး/part	ဆက်ဆံရေး
မ/part|ပြေလည်/v|မှု/part	မပြေလည်မှု
ရုပ်ရှင်/n|လောက/n	ရုပ်ရှင်လောက
ဆူခိုထိုင်း/n|ပြည်/n	ဆူခိုထိုင်းပြည်
ရာစုနှစ်/n|လယ်/n	ရာစုနှစ်လယ်
အယုဒ္ဓယ/n|ပြည်/n	အယုဒ္ဓယပြည်
အချိန်/n|ကာလ/n	အချိန်ကာလ
မောင်ရီ/n|အဖွဲ့/n	မောင်ရီအဖွဲ့
ချာသန်/n|ကျွန်း/n	ချာသန်ကျွန်း
ယဉ်ကျေး/adj|မှု/part	ယဉ်ကျေးမှု
ခရစ်ယာန်/n|ဘုန်းကြီး/n|ဖာသာရ်-ဝဲလဝါး/n	ခရစ်ယာန်ဘုန်းကြီးဖာသာရ်-ဝဲလဝါး
စောင်မ/v|ကြည့်ရှု/v|မှု/part	စောင်မကြည့်ရှုမှု
မော်လမြိုင်/n|မြို့/n	မော်လမြိုင်မြို့
ဆန်မာနာရီ/n|ကျောင်း/n	ဆန်မာနာရီကျောင်း
ဘုန်းကြီး/n|အတတ်သင်ကျောင်း/n	ဘုန်းကြီးအတတ်သင်ကျောင်း
သွားရောက်/v|သင်ကြား/v|ခွင့်/n	သွားရောက်သင်ကြားခွင့်
အပျော်/n|ခရီးစဉ်/n	အပျော်ခရီးစဉ်
